"Сердце куриное Ферма Евгения Рошаля, охлажденное, 500 г",340 ₽,107 отзывов,null,https://www.ozon.ru/product/serdtse-kurinoe-ferma-evgeniya-roshalya-ohlazhdennoe-500-g-254606820/?asb=76QX2k2SxhfLqTQxku89A5s73yptuSw%252FUkqJ21KZjnQ%253D&asb2=l65pRCUXtedcA5HMwrnviaJWOYo28hZI-d_iHJ61mFsQlmpZg4kQPBXTyQmWIHoX&ectx=1&miniapp=supermarket
"Желудки куриные Ферма Евгения Рошаля, охлажденные, 500 г",215 ₽,106 отзывов,null,https://www.ozon.ru/product/zheludki-kurinye-ferma-evgeniya-roshalya-ohlazhdennye-500-g-254606819/?asb=rXaeQArC%252BblFV0QPwuD03UyUltt0%252BQ5q%252B1QdyIdylMM%253D&asb2=Mcvz86rOW2L7A-ZTkOOsemUReibZSt0ph1Y8Y2dpgjBCj1hbupCtvo4HyRHCc_0q&ectx=1&miniapp=supermarket
